INSTANCE,DEF,MAXP,MAXPW,MINW,CCA,KNN,LOGREG,MLPC,RF,SVM
GA-MINW_EASY_100_024.kp,355,714,1062,1127,1127,1127,355,355,1127,355
GA-MINW_EASY_100_025.kp,194,720,1162,1221,1221,1221,1221,1221,1221,1221
GA-MINW_EASY_100_026.kp,400,457,957,1022,1022,1022,1022,1022,1022,1022
GA-MINW_EASY_100_027.kp,439,366,1209,1281,1281,1281,1281,1281,439,1281
GA-MINW_EASY_100_028.kp,202,469,974,1046,1046,1046,1046,1046,1046,1046
GA-MINW_EASY_100_029.kp,539,767,1019,1086,1086,1086,1086,1086,1086,1086
GA-MINW_EASY_100_030.kp,326,586,975,1040,1040,1040,1040,1040,1040,1040
GA-MINW_EASY_100_031.kp,176,611,1240,1307,1307,1307,1307,1307,1307,1307
GA-MINW_EASY_100_032.kp,330,146,876,956,956,956,956,956,956,956
GA-MINW_EASY_100_033.kp,771,573,1095,1157,573,573,1157,1157,573,573
GA-MINW_EASY_100_034.kp,416,715,1001,1074,1074,1074,1074,1074,1074,1074
GA-MINW_EASY_100_035.kp,559,361,978,1039,1039,1039,1039,1039,1039,1039
GA-MINW_EASY_100_036.kp,127,251,901,965,965,965,965,965,965,965
GA-MINW_EASY_100_037.kp,499,610,1094,1165,1165,1165,1165,1165,1165,1165
GA-MINW_EASY_100_038.kp,189,327,737,810,810,810,810,810,810,810
GA-MINW_EASY_100_039.kp,420,297,1030,1097,1097,1097,1097,1097,1097,1097
GA-MINW_EASY_100_040.kp,394,593,1047,1117,1117,1117,1117,1117,1117,1117
GA-MINW_EASY_100_041.kp,205,421,885,953,953,205,205,885,953,205
GA-MINW_EASY_100_042.kp,246,463,998,1076,1076,1076,1076,1076,1076,1076
GA-MINW_EASY_100_043.kp,359,478,1023,1099,1099,1099,1099,1099,1099,1099
GA-MINW_EASY_100_044.kp,498,676,1011,1073,1073,1073,1073,1073,1073,1073
GA-MINW_EASY_100_045.kp,371,312,810,888,888,888,888,888,888,888
GA-MINW_EASY_100_046.kp,269,839,1270,1333,1270,1333,1270,1270,1333,1333
GA-MINW_EASY_100_047.kp,420,674,949,1013,1013,1013,1013,1013,1013,1013
GA-MINW_EASY_100_048.kp,589,472,1276,1335,1335,1335,1335,1335,1335,1335
GA-MINW_EASY_100_049.kp,155,332,887,957,957,332,155,155,155,332
GA-MINW_EASY_100_050.kp,320,213,738,804,804,804,804,804,804,804
GA-MINW_EASY_100_051.kp,369,279,1101,1173,1173,279,1173,1173,279,279
GA-MINW_EASY_100_052.kp,483,504,1263,1341,1341,1341,1341,1341,1341,1341
GA-MINW_EASY_100_053.kp,348,296,903,964,964,964,964,964,964,964
GA-MINW_EASY_100_054.kp,241,468,915,969,969,969,969,969,969,969
GA-MINW_EASY_100_055.kp,286,979,1003,1072,1072,286,1072,1072,1072,1072
GA-MINW_EASY_100_056.kp,233,435,878,942,942,942,942,942,942,942
GA-MINW_EASY_100_057.kp,235,437,801,877,877,877,877,877,877,877
GA-MINW_EASY_100_058.kp,149,490,944,1007,1007,1007,1007,1007,1007,1007
GA-MINW_EASY_100_059.kp,792,784,1071,1130,1130,1130,1130,1130,1130,1130
GA-MINW_EASY_100_060.kp,412,552,1105,1178,1178,1178,1105,1178,1178,1178
GA-MINW_EASY_100_061.kp,257,378,1162,1237,378,1237,1237,1237,1237,1237
GA-MINW_EASY_100_062.kp,167,680,1272,1340,1340,1340,1340,1340,1340,1340
GA-MINW_EASY_100_063.kp,405,745,1325,1382,1382,1382,1382,1382,1382,1382
GA-MINW_EASY_100_064.kp,151,392,976,1053,1053,1053,1053,1053,1053,1053
GA-MINW_EASY_100_065.kp,357,550,986,1058,1058,1058,1058,1058,1058,1058
GA-MINW_EASY_100_066.kp,263,647,866,930,647,930,930,930,930,930
GA-MINW_EASY_100_067.kp,209,478,1011,1075,1075,1075,1075,1075,1075,1075
GA-MINW_EASY_100_068.kp,83,243,626,686,686,83,83,243,83,83
GA-MINW_EASY_100_069.kp,628,587,985,1048,1048,587,1048,1048,587,587
GA-MINW_EASY_100_070.kp,388,500,1123,1195,1195,1195,1195,1195,1195,1195
GA-MINW_EASY_100_071.kp,698,793,1207,1283,1283,1283,1283,1283,1283,1283
GA-MINW_EASY_100_072.kp,371,496,911,977,496,496,977,371,496,496
GA-MINW_EASY_100_073.kp,283,599,1157,1220,1220,1220,1220,1220,1220,1220
GA-MINW_EASY_100_074.kp,401,377,1154,1220,1220,1220,1220,1220,1220,1220
GA-MINW_EASY_100_075.kp,383,695,1024,1103,1103,1103,1103,1103,1103,1103
GA-MINW_EASY_100_076.kp,216,444,1054,1127,1127,1127,1127,1127,216,1127
GA-MINW_EASY_100_077.kp,253,224,977,1047,1047,1047,1047,1047,1047,1047
GA-MINW_EASY_100_078.kp,369,815,1291,1360,1360,1360,1360,1360,1360,1360
GA-MINW_EASY_100_079.kp,322,463,1327,1386,1386,1386,1386,1386,1386,1386
GA-MINW_EASY_100_080.kp,154,902,922,978,902,902,154,154,902,902
GA-MINW_EASY_100_081.kp,176,581,1071,1140,1140,176,176,1140,176,176
GA-MINW_EASY_100_082.kp,393,606,1079,1149,1149,1149,1149,1149,1149,1149
GA-MINW_EASY_100_083.kp,150,663,1135,1212,1212,1212,1212,1212,1212,1212
GA-MINW_EASY_100_084.kp,279,671,1096,1155,1155,671,1155,279,671,671
GA-MINW_EASY_100_085.kp,662,471,1062,1133,1062,1133,1062,1062,1133,1133
GA-MINW_EASY_100_086.kp,140,241,1037,1111,1111,1111,1111,1111,1111,1111
GA-MINW_EASY_100_087.kp,303,583,1090,1159,1159,1159,1159,1159,1159,1159
GA-MINW_EASY_100_088.kp,459,869,1210,1271,1271,1271,1271,1271,1271,1271
GA-MINW_EASY_100_089.kp,316,613,1157,1223,1223,1223,1223,1223,1223,1223
GA-MINW_EASY_100_090.kp,118,698,874,939,698,698,939,939,698,698
GA-MINW_EASY_100_091.kp,193,457,1095,1162,1162,1162,1162,1162,1162,1162
GA-MINW_EASY_100_092.kp,228,368,1100,1157,1157,368,1157,1157,1157,1157
GA-MINW_EASY_100_093.kp,271,810,1248,1328,1328,1328,1328,1328,1328,1328
GA-MINW_EASY_100_094.kp,543,128,1205,1266,1266,1266,1266,1266,1266,1266
GA-MINW_EASY_100_095.kp,191,595,774,840,595,840,840,191,595,595
GA-MINW_EASY_100_096.kp,249,706,1162,1247,1247,1247,1247,1247,1247,1247
GA-MINW_EASY_100_097.kp,177,560,712,778,778,177,712,712,560,560
GA-MINW_EASY_100_098.kp,468,661,969,1043,1043,1043,1043,1043,1043,1043
GA-MINW_EASY_100_099.kp,385,350,1102,1175,1175,1175,1175,1175,385,1175
